bootstrap,success,mu,sigma,a
324,True,0.029838027419072887,1.0028886104960364,0.999
325,True,0.04486839166732298,1.01090155954465,0.999
326,True,0.09890890539365228,1.016539975945761,0.9987916036494295
327,True,0.10797751650494453,0.999125303401469,0.9916107085896879
328,True,0.0790252503488359,0.9789979850322672,0.996862737288626
329,True,0.25122440740593066,1.5674570797782557,0.26112669810666883
330,True,0.047653701137093246,1.0532359129445545,0.999
331,True,-0.010866198785251207,1.4183760607427798,0.5238429438441801
332,True,-0.0807583680379268,1.5139002626957834,0.4353487527158763
333,True,-0.6150612991759561,1.2074576366209482,0.937047567636064
334,True,0.039468103310495585,1.2804543064212528,0.9263156023053238
335,True,0.16694786701632652,1.3016714512915943,0.8073381807950983
336,True,-0.12393788662708431,1.2347803651618359,0.9894411262470942
337,True,0.030284801007717965,0.9836894065020044,0.9500032641444788
338,True,0.2336168502022091,1.314609876416408,0.9294031079262468
339,True,-0.025689167380639054,1.4512583533385397,0.5056994158145968
340,True,0.05598146989340961,0.9803753803098543,0.9976751364182529
341,True,0.25524090043642006,1.274112842711786,0.999
342,True,-0.02049565136252525,1.2283260379636753,0.9616875348565774
343,True,0.4886595417723536,1.4267429600489703,0.6463143935446908
344,True,0.04310433874613595,1.2411783663800784,0.999
345,True,0.018168463112705025,0.9589190654420228,0.9904412349528923
346,True,0.05637686128005259,0.9934976903602781,0.9934505393195452
347,True,-0.01752013089641198,1.3088277510245143,0.7823450438420421
348,True,0.09425534698898759,0.9742752546008531,0.9974052719814286
349,True,0.017997924004690323,1.0487138815628532,0.9501594575237132
350,True,0.13975587250465923,1.2715961764789723,0.999
351,True,0.03552703312037255,1.4042200495202972,0.5600774492678794
352,True,0.019621053420749927,1.314219715852678,0.7841903270911968
353,True,0.05851853850969986,0.9400554918510882,0.9944171086221204
354,True,0.09418987091671495,0.9391945822364174,0.9917653759836251
355,True,0.1382038893294898,1.261110585393074,0.9295218983099214
356,True,0.08463134326968492,0.9745432014342937,0.9967687541081041
357,True,0.08961920621020575,1.0253609529953158,0.9863783770077953
358,True,0.18745762276190372,1.253825367270806,0.999
359,True,0.012783651330437108,1.3615972381990358,0.7144925313782509
360,True,0.023249111312974125,0.9852444278733882,0.999
361,True,0.03776771721675128,1.0549967777439027,0.999
362,True,0.13018656406954715,0.9397360700422777,0.975744598946205
363,True,0.05970871302000384,0.9582482806445421,0.999
364,True,0.10216623976150581,1.232086185682066,0.999
365,True,0.04050338622914282,0.9601188259317325,0.999
366,True,0.071550102080648,1.0068604845914602,0.999
367,True,0.054671492114685624,1.0220108163706498,0.9827321640817597
368,True,0.018598308738640167,1.3090947110721793,0.8184982909038769
369,True,0.04730269433345296,0.9786057270867251,0.9989999807814687
370,True,0.13907322412166717,1.5772025462388484,0.30731465363166344
371,True,0.08602351088077394,0.9800885654089546,0.999
372,True,0.04447671686796065,0.9913228557105572,0.999
373,True,0.03642109287918672,0.993146638666466,0.9500000006323309
374,True,0.030280284597010057,0.9778547237697844,0.95
375,True,-0.052441072535257746,1.2347352772748053,0.999
376,True,0.03252560801206929,1.340669528275781,0.999
