True a,Mean MLE a_hat,RMSE MLE a_hat,Mean MoM a_hat,RMSE MoM a_hat,Convergence Rate
0.2,0.23390954589488103,0.26018557930178554,0.21897731500493917,0.24573303280401984,1.0
0.5,0.42481339179060174,0.2893506966745211,0.422108071850907,0.3054944595019637,1.0
0.8,0.7607351039194152,0.181221115856058,0.7262929642809035,0.22527658628038202,1.0
