a,m,b,Var(X),f(0),f(5),f(10)
0.5,1.0,2.0,1.1666666666666667,0.37981709807127606,4.1163882340981446e-05,2.7883169815956407e-14
0.2,1.0,1.8,1.0,0.4192186338389301,1.7446717501173027e-05,1.428746339978202e-15
0.8,1.0,1.2,1.0,0.3999514821925311,2.10905296784138e-06,5.411278595412506e-21
0.5,1.5,3.0,1.6666666666666667,0.32161889494931334,0.00044125270578313706,1.771040859312521e-10
1.0,2.0,5.0,2.6666666666666665,0.2541378807120391,0.00310608347314386,2.251753192444865e-07
0.3,0.8,2.5,1.2,0.38774640166262636,0.00011285726084706753,3.4800104702713236e-12
0.7,1.8,2.2,1.5666666666666667,0.3244323571885769,0.0001917551891137587,9.249173135185452e-13
