replication,success,a_hat,m_hat,b_hat,loglik
87,True,0.1380753348237491,1.1120896496721688,2.1056614702354204,-368.09396792792063
88,True,9.999999999999997e-06,1.8819670616279018,1.972973887595997,-385.44398035798133
89,True,1.0240179542614403,1.2264408449602573,1.3072744210571328,-376.0648066268658
90,True,0.38945779127806235,0.39369123169713366,2.889473881267586,-378.0956865607962
91,True,1.2614458871042586,1.2988318630914844,1.3318551763254591,-386.9606834839894
92,True,0.02298120671686779,1.8391910662593178,1.8458740371150066,-379.66517061553014
93,True,0.5566432705174831,0.5683316890007466,2.2742667365203926,-369.75522386296166
94,True,0.5400297103863646,0.5485235231746584,2.470157342604887,-375.224243533689
95,True,0.4874043823294172,0.49492858453822686,3.216215029970432,-395.16627073109703
96,True,0.28958340763935236,0.2964752570998974,2.8934018352515616,-370.85982264577575
97,True,5.927349846908839e-05,0.9682179876852777,2.5480768119595663,-372.9365729410299
98,True,0.26170942811088677,0.2675823016472021,2.7963670078116722,-364.9895070850819
99,True,1.2285823831880514,1.436460159001664,1.538276176973191,-396.8878542710851
100,True,0.6432736929476182,0.667936865101315,1.7389561588604825,-356.6608714589046
101,True,0.40745189342882315,1.564116325283187,1.632323876977871,-377.5461164390563
102,True,0.12402709850098093,0.4058885807212686,2.9164032107431135,-369.0772101894628
103,True,0.599568995200351,0.6091258898204083,3.0030839304782697,-396.13956469981315
104,True,0.30137340739940527,0.3054258972644795,3.0616019260404737,-377.14064734678334
105,True,0.1601465173938369,1.9414514901430886,1.9824698846906132,-392.89670303544204
106,True,0.29705283519655706,0.29956118416115507,2.8077505940803733,-367.99250917909274
107,True,0.3509061389365542,0.7510454194264984,1.9961107783523522,-358.2943273952551
108,True,9.999999999999997e-06,0.48896701925376446,2.9099181748413194,-367.50445173107556
109,True,1.1365259917850428,1.3612904385790567,1.4446389056243067,-388.8881988939761
110,True,1.062038309875327,1.16181354083766,1.1759453273017317,-370.3735747421181
111,True,0.7950289479771389,0.8090092041750957,1.9663111179596715,-376.3472307479673
112,True,0.5492205711565415,0.5542882102167453,2.670167739118751,-382.2068063678902
113,True,0.8574661429414393,0.8717192868198865,2.273202916786267,-390.5155845594523
114,True,9.999999999999997e-06,0.829269046831719,2.6761787653248543,-372.35112130063374
115,True,0.7411639596080094,0.763236142421439,1.786212458681582,-366.18190718246086
116,True,0.6969744113495173,0.7116936348065914,2.3311662828931885,-381.89757344251257
117,True,1.1474775082643132,1.1837751965217729,1.2196202975356594,-375.9489459320234
118,True,1.0453941702288778,1.0803056621893863,1.1121708139217081,-364.42725398023845
119,True,1.0992635632985457,1.1139003256946376,1.1187107949735013,-367.79733828659744
120,True,9.999999999999997e-06,0.8407133359163407,2.231133305820353,-356.2712721906678
